txn_id,customer_id,txn_timestamp,txn_amount,txn_type,device_id,location,status
TXN00612,1530,2025-12-17 23:40:06,691.53,TRANSFER,ab2dd056-cf71-4c2c-8f35-fdb9bdf18708,"West Natasha, CG",PENDING
TXN00613,1871,2025-10-13 17:52:34,5994.08,DEPOSIT,4e5a4392-343e-423f-bf5f-ca4f07acc717,"Garrettview, VU",PENDING
TXN00614,1244,2025-04-26 20:14:09,5647.29,DEPOSIT,074b927e-54e2-4fa6-869c-cc0ac8844f88,"Johnsonberg, NE",PENDING
TXN00615,1671,2025-01-16 14:58:26,9859.54,TRANSFER,b8f73fad-9937-4931-8333-59b960857b5f,"East Craig, MG",FAILED
TXN00616,1727,2025-11-23 03:00:42,3135.22,TRANSFER,10fab909-fcfa-4e61-ab7d-71bc17956e87,"South Stevenchester, SO",FAILED
TXN00617,1388,2025-06-09 09:40:53,9173.03,TRANSFER,a308f1ea-cf36-4c1b-9a6f-f965db5ed35a,"West Thomasview, CN",PENDING
TXN00618,1902,2025-04-27 12:02:11,6662.07,WITHDRAWAL,9d15844d-f4f7-4fdc-9d96-d4598a3c8743,"South Trevorshire, FJ",PENDING
TXN00619,1317,2025-02-14 13:56:08,3226.28,DEPOSIT,f139dc4b-ce31-4e5c-a13b-124183c59c14,"East Donna, CH",PENDING
TXN00620,1182,2025-02-03 05:59:31,8619.62,WITHDRAWAL,9d719800-e30d-4d83-8844-cc496761f64e,"East Jeremyburgh, ZA",FAILED
TXN00621,1410,2025-08-28 07:42:52,2441.14,TRANSFER,764f6842-f955-4aad-b5e0-bcbf5420d149,"Kathleenberg, LR",FAILED
TXN00622,1464,2025-06-02 16:32:32,6966.92,TRANSFER,bc85630c-9451-4f78-a52d-3404a94485e0,"Lake Rebeccafurt, ZM",COMPLETED
TXN00623,1715,2025-01-17 04:16:49,3214.53,WITHDRAWAL,03aa96d2-2ea2-4aec-bac2-84dd32a95261,"Lake Austin, GW",COMPLETED
TXN00624,1997,2025-02-27 17:45:11,8378.61,WITHDRAWAL,7b142917-9274-46b6-82ff-975452917b6d,"Mathewsborough, YE",PENDING
TXN00625,1002,2025-11-13 00:41:06,4028.5,DEPOSIT,73bd185b-67d9-40b3-93c3-79fdf88505f9,"South Christine, ST",FAILED
TXN00626,1920,2025-06-09 04:50:19,6280.04,DEPOSIT,c4bd23eb-a7cc-4274-8780-8b87beb5ba0f,"Matthewburgh, IE",COMPLETED
TXN00627,1441,2025-05-04 02:38:59,9292.73,TRANSFER,8c84c302-c5a2-4d77-bcc3-4e98df397fa5,"Alvaradomouth, SI",COMPLETED
TXN00628,1304,2025-04-05 14:19:18,6352.04,DEPOSIT,a46d4b51-6d30-4e33-9d8c-4feac82e27a3,"New Davidbury, PK",COMPLETED
TXN00629,1396,2025-10-29 15:07:18,3862.45,WITHDRAWAL,4bb3e035-b673-43e0-8ceb-424f1eca85b3,"Port Michael, PG",PENDING
TXN00630,1407,2025-06-07 20:26:11,3213.11,TRANSFER,f75ef2cf-153d-4754-b086-424afbfbd9f9,"South Lori, SE",PENDING
TXN00631,1113,2025-03-11 18:46:12,7278.67,WITHDRAWAL,c6a22085-38cb-405e-ae3a-1f32d70b1463,"East Jessicastad, SL",COMPLETED
TXN00632,1577,2025-08-06 23:50:27,7068.58,DEPOSIT,87d2e18f-dc24-4f84-9019-19b726da7a1c,"Port Amandaside, GT",FAILED
TXN00633,1020,2025-09-09 20:24:17,1761.98,WITHDRAWAL,5fdd67bb-2ab0-4af8-87e7-19e2ff46d9d3,"North Erin, ZW",COMPLETED
TXN00634,1286,2025-08-19 04:13:02,185.81,TRANSFER,ee3f0127-d7de-4f4d-b9ec-02ca9e4152f9,"New Sheri, VA",FAILED
TXN00635,1704,2025-06-03 10:01:00,3754.96,WITHDRAWAL,f584be73-0c85-4238-8746-9fb733c32015,"Phillipshaven, NL",COMPLETED
TXN00636,1198,2025-11-21 20:50:26,5150.85,TRANSFER,b8b758b8-22d8-408b-9269-6eeb77cf1eb6,"Aaronview, KN",PENDING
TXN00637,1965,2025-07-21 12:04:24,4890.57,TRANSFER,bbc41107-ec4d-4550-b570-f44d4fc55e4c,"North Karinaberg, CV",FAILED
TXN00638,1763,2025-06-24 04:36:15,1318.72,DEPOSIT,ce96c887-f8db-47f6-83bc-5ca72906567d,"South Kristie, KH",COMPLETED
TXN00639,1220,2025-06-01 14:09:36,195.32,TRANSFER,d5969658-3fa2-4ffd-b180-c811976710d7,"Chadview, CU",COMPLETED
TXN00640,1595,2025-11-21 11:09:07,9087.78,DEPOSIT,95ff7d9d-bd5a-4760-b9d9-c1dc1f9bd2b4,"East Scott, GQ",PENDING
TXN00641,1576,2025-04-10 04:45:31,7073.19,TRANSFER,1e06d96a-a302-4b21-82c1-c26953d509af,"Alexandriafort, HT",FAILED
TXN00642,1413,2025-08-28 16:55:50,8692.62,DEPOSIT,8a8ffb2c-1ff7-4e8c-927e-58464c7f9cd6,"Hernandezmouth, IR",COMPLETED
TXN00643,1121,2025-12-12 05:09:10,2570.25,WITHDRAWAL,e4203a34-d685-408b-a1aa-189d0a7d1de0,"Danielmouth, NP",PENDING
TXN00644,1892,2025-08-01 04:03:04,9119.3,TRANSFER,dd91cf6b-b102-4282-b5b2-e008e0516aaa,"Blakebury, SK",FAILED
TXN00645,1792,2025-02-06 06:21:30,8584.01,WITHDRAWAL,f5b127e1-9a72-4bf3-bb54-93e6ff630fac,"Johnfort, ME",FAILED
TXN00646,1245,2025-12-17 05:39:35,5826.59,DEPOSIT,1aedbcfd-a357-44ea-8e80-c78a6bf2d5d9,"Meganview, ID",COMPLETED
TXN00647,1273,2025-08-21 08:21:50,4169.4,TRANSFER,d61782cb-aabf-4a08-ab6d-e0da542e2e6a,"Tonyaland, AL",PENDING
TXN00648,1778,2025-02-05 13:32:46,1439.43,DEPOSIT,95f5f2ac-3e24-4c2b-bc4c-ec7dce55754e,"Walkerchester, TL",FAILED
TXN00649,1573,2025-04-06 15:38:43,6958.47,DEPOSIT,b5622984-d385-4453-87ea-7fd1ff4f3808,"Castroshire, MT",PENDING
TXN00650,1683,2025-08-09 01:41:55,5226.91,WITHDRAWAL,61f13c8c-aae5-4490-acdc-bb27ded21b15,"New Danielville, TR",FAILED
TXN00651,1526,2025-02-03 07:04:54,4669.67,TRANSFER,5c56e3aa-3d15-43ee-8397-83aef77b9742,"Ochoaton, LY",PENDING
TXN00652,1238,2025-08-23 20:08:02,1141.7,TRANSFER,92c6bb94-75f3-405d-9a2b-f1b770b3e6df,"South Lisachester, SV",PENDING
TXN00653,1782,2025-11-27 02:25:52,845.38,DEPOSIT,062e5424-2e44-4349-9122-5311374e5dff,"Coreychester, AT",FAILED
TXN00654,1084,2025-09-22 18:10:53,3448.78,TRANSFER,5bcc7bfb-40e6-4eed-a414-f2c5d9743ff0,"Michaelbury, IS",COMPLETED
TXN00655,1885,2025-06-11 10:39:36,7858.05,WITHDRAWAL,b2f881eb-754c-4511-9313-3ea10c3c900f,"Kaylaburgh, GE",PENDING
TXN00656,1753,2025-07-22 11:54:14,3957.1,TRANSFER,5266cd86-a5f6-4181-8c1a-6477dd0d3739,"Mullinsburgh, SB",FAILED
TXN00657,1386,2025-11-08 07:51:39,823.33,TRANSFER,89c9c0f3-9dcc-41b0-9a0f-df6155718266,"West Maria, BZ",PENDING
TXN00658,1873,2025-11-29 07:46:46,6119.13,WITHDRAWAL,501bcf44-67f3-44bf-a3b3-1be617269541,"Fowlerfurt, FR",FAILED
TXN00659,1249,2025-04-06 06:14:20,2712.65,TRANSFER,5645b6bb-59c0-45a8-bc45-d65db517e8ef,"Huangburgh, DO",PENDING
TXN00660,1648,2025-04-27 11:00:52,6037.88,DEPOSIT,4f7ebc54-94f3-4a1b-b096-0fbb1c89fe3c,"Katherineside, EE",COMPLETED
TXN00661,1478,2025-05-24 21:52:00,5467.46,TRANSFER,17e6ae99-32d8-4c29-9370-7fcbb21534f7,"Lake Carlyfurt, IN",COMPLETED
TXN00662,1143,2025-02-21 20:32:39,1878.62,WITHDRAWAL,6591d99b-5a92-4d27-8867-66415714fc0b,"South Dale, LK",PENDING
TXN00663,1359,2025-10-23 23:17:56,9424.57,TRANSFER,9d091856-4b3d-4578-8c69-a8cae32ffec3,"West Yvonnemouth, BB",FAILED
TXN00664,1880,2025-03-30 09:45:15,9454.44,WITHDRAWAL,4616fd6e-fe20-493b-aae2-ad6327aedaae,"South Jeffreybury, HN",PENDING
TXN00665,1201,2025-11-15 01:49:47,2162.84,DEPOSIT,3749af64-cfc0-4fbc-a5dc-733d70bb2a0e,"North Kenneth, AO",COMPLETED
TXN00666,1995,2025-11-08 15:36:48,9913.73,WITHDRAWAL,6a1e5d9a-705f-452b-9682-a0b47bb7cc42,"South Jacob, SI",COMPLETED
TXN00667,1297,2025-07-30 16:17:04,7008.66,WITHDRAWAL,e6ffee2a-e37b-4f84-9351-240fa093ca68,"Francisstad, IN",PENDING
TXN00668,1639,2025-06-06 01:57:20,9058.77,TRANSFER,efda21b2-eced-4328-a669-dd225d50d2eb,"West Amber, BO",FAILED
TXN00669,1937,2025-12-15 08:31:00,9661.08,TRANSFER,d3d39ff9-dc25-45f1-9258-7a1a226e1ecb,"Port Amanda, CN",COMPLETED
TXN00670,1431,2025-02-03 22:02:32,6810.65,DEPOSIT,81e87e90-fc4a-413f-88c2-8cfeeadfeef6,"Nicholsville, UY",PENDING
TXN00671,1977,2025-03-23 19:22:51,9849.71,WITHDRAWAL,a51c7d2a-b3bf-4dab-b7b2-4f20592cfe25,"South Joseph, BF",COMPLETED
TXN00672,1099,2025-06-16 15:19:53,8281.71,TRANSFER,6fa9c57c-974f-4668-bf44-1add70184f95,"East Andrewmouth, TJ",COMPLETED
TXN00673,1189,2025-08-25 00:04:13,9326.57,TRANSFER,de19893e-7a04-40c4-98fc-8448e555e087,"North Evelyn, BI",PENDING
TXN00674,1915,2025-12-14 03:06:39,4270.95,DEPOSIT,f2859a73-4083-4cf3-91db-5fbc46addbe7,"Lake Carlachester, MA",FAILED
TXN00675,1860,2025-10-05 15:28:40,8413.44,WITHDRAWAL,37179e45-6570-4108-bc78-090e2223ab94,"Collinsport, LS",COMPLETED
TXN00676,1447,2025-03-25 12:54:09,4541.15,DEPOSIT,f23e9b0b-8209-4583-a03f-7c17cc650374,"Thomasside, KZ",COMPLETED
TXN00677,1216,2025-08-01 20:38:29,9711.08,TRANSFER,9c0e6192-f88c-4664-81bc-075cdcdc23fc,"Lake Karenshire, CL",COMPLETED
TXN00678,1234,2025-10-09 09:19:05,6110.53,WITHDRAWAL,879f22eb-1049-4904-9d25-4dc4122def06,"Crossborough, HU",FAILED
TXN00679,1006,2025-12-23 06:31:43,163.68,WITHDRAWAL,2de94792-fd55-4844-8242-17c5c61371c1,"North Debra, SA",PENDING
TXN00680,1669,2025-09-22 14:45:46,3261.54,DEPOSIT,f236b2ee-181a-469a-96cf-a21154f0327b,"Berryfurt, NE",FAILED
TXN00681,1875,2025-05-18 19:44:43,7839.27,DEPOSIT,57e23419-d8e6-4501-a375-5bc87972c629,"North Larry, EE",PENDING
TXN00682,1573,2025-09-14 19:15:44,7363.5,WITHDRAWAL,173a603d-7feb-45e2-8083-ff8fe10a5f9f,"West Richard, GT",COMPLETED
TXN00683,1941,2025-05-07 20:09:24,6572.96,TRANSFER,56f7e6bb-14e1-4abd-a20c-c4baa5b08e26,"Waltonhaven, IE",COMPLETED
TXN00684,1523,2025-01-07 02:20:58,8415.95,DEPOSIT,8e9ff74a-fb65-43ea-8f97-33429b2d43a3,"Lake Nathanielburgh, AD",FAILED
TXN00685,1354,2025-12-17 08:46:21,6407.82,TRANSFER,53ad132c-0131-471e-8338-57e4877478d3,"Torresshire, TM",COMPLETED
TXN00686,1949,2025-05-16 11:12:08,8251.67,DEPOSIT,30405cc4-2c21-41ed-b4a9-85b011c37e19,"Whiteborough, LY",FAILED
TXN00687,1682,2025-02-04 01:03:32,7857.99,TRANSFER,99872384-2798-479b-a9a1-1cc0aee4f488,"Audreymouth, MA",FAILED
TXN00688,1944,2025-11-04 10:21:46,7653.93,DEPOSIT,261b047a-81e0-4baa-ad70-1ddfc5a0b7c3,"Johnsonton, SO",FAILED
TXN00689,1104,2025-11-19 20:33:52,4940.66,WITHDRAWAL,cea4f9c4-1eca-4f24-b0d1-fa72cb2c7b1d,"Savannahville, MG",PENDING
TXN00690,1674,2025-09-05 22:59:58,3555.71,DEPOSIT,e675835a-2ad9-4360-84bb-af7a97113545,"South Jamesberg, VA",PENDING
TXN00691,1223,2025-12-01 10:49:52,7706.42,DEPOSIT,a892ab6f-edb9-4750-b465-0ff9f014db87,"Bowersville, SV",FAILED
TXN00692,1429,2025-07-21 00:43:28,4535.75,DEPOSIT,243191eb-5d9e-4717-bf08-6a9e569db57e,"Port Travis, NA",FAILED
TXN00693,1082,2025-01-14 19:58:14,2583.7,TRANSFER,ebced334-fb7b-40c7-aaa6-fc450f01fe85,"Cochranshire, BZ",PENDING
TXN00694,1094,2025-11-05 02:08:25,5827.83,WITHDRAWAL,520fc3e7-a7a1-4e62-a9db-f6281748ba01,"Shermanborough, JM",PENDING
TXN00695,1256,2025-04-26 13:36:38,3196.67,WITHDRAWAL,4aff5eee-32b2-4952-8376-37d672a9dfa1,"Powellfurt, BS",FAILED
TXN00696,1006,2025-06-27 16:06:55,3640.84,TRANSFER,8fae46a9-524e-463c-9ab4-9e057dc1dda0,"Lynchport, SB",COMPLETED
TXN00697,1708,2025-12-27 20:04:34,3585.38,TRANSFER,af1e0ecd-c555-430a-8985-8ab5c54f447e,"New Marieborough, BT",COMPLETED
TXN00698,1953,2025-04-21 18:00:30,6181.15,TRANSFER,923f128e-e678-42ae-bf73-302696646ca5,"Lake Lee, BE",PENDING
TXN00699,1198,2025-07-13 16:02:16,7175.01,DEPOSIT,6288e5da-4d8d-4d2d-b77e-1ee60c15cb28,"West Tamara, BF",FAILED
TXN00700,1943,2025-10-27 07:39:17,3961.71,DEPOSIT,bd10f69f-6f0d-487b-9fab-24e2af25762c,"New Nathan, MC",FAILED
TXN00701,1021,2025-01-15 23:23:32,8371.62,TRANSFER,f330dc59-750d-456e-9941-2cae36e90637,"East Jennifer, BN",PENDING
TXN00702,1039,2025-09-17 06:34:54,1673.55,WITHDRAWAL,a3f2a3db-9236-448e-b4ec-b64f7eca5b2d,"North Sandraborough, FM",PENDING
TXN00703,1142,2025-02-11 02:41:55,278.26,WITHDRAWAL,3d8a0701-e786-4bbf-8136-8f984a5a62d3,"Traceyfurt, GT",PENDING
TXN00704,1490,2025-05-15 08:27:53,4358.93,TRANSFER,27eaf665-0b75-4e49-a6e6-c48ad6793ab4,"New John, SV",FAILED
TXN00705,1406,2025-04-03 21:20:31,5676.15,DEPOSIT,920ee451-ae2e-49e2-ac3f-4800ec13d7c3,"Jamieview, NE",FAILED
TXN00706,1017,2025-09-08 14:30:09,8097.25,TRANSFER,608bb508-69e4-4d26-92d4-7ec76a77982b,"Meganborough, RU",FAILED
TXN00707,1955,2025-04-02 03:38:46,4560.2,TRANSFER,653d6c17-b149-424b-a064-bc2a02ab8565,"Lake Katieberg, HR",FAILED
TXN00708,1643,2025-09-08 07:39:12,5764.04,WITHDRAWAL,1d82e2a8-1d48-4843-a339-8f8e120de24a,"Port Tracy, EG",COMPLETED
TXN00709,1131,2025-07-14 15:13:50,4158.97,DEPOSIT,41a9edd3-bd76-4b2f-b189-6bad2ad88bca,"Mitchellport, JM",FAILED
TXN00710,1599,2025-11-07 21:53:23,568.65,TRANSFER,1e910b71-c2d0-41ad-9bc6-229e42f19c7b,"Carsonborough, BT",FAILED
TXN00711,1972,2025-07-21 03:14:55,6777.2,WITHDRAWAL,84aa6e12-208a-4c4f-b366-da877f7ac78c,"South Timothyville, GT",COMPLETED
TXN00712,1543,2025-01-13 12:47:33,2518.89,TRANSFER,c335e9e5-1567-45f4-af39-f8c863582706,"East Ryanstad, OM",PENDING
TXN00713,1649,2025-09-26 03:33:09,5392.92,TRANSFER,0a8260b6-c4e5-4a92-98d5-16b971287916,"Port Jason, LB",FAILED
TXN00714,1369,2025-01-15 14:57:29,1047.48,WITHDRAWAL,57628c84-2718-4985-b2d6-c18c03a3574a,"Sandrastad, PL",FAILED
TXN00715,1454,2025-03-13 21:19:36,6102.53,TRANSFER,6149ee42-642d-43af-8e72-1365a4e60afd,"West William, GR",PENDING
TXN00716,1927,2025-03-07 19:09:22,5390.49,TRANSFER,b89f52d2-a873-4d14-95fc-cc1431c034f0,"Johnsonmouth, BJ",COMPLETED
TXN00717,1695,2025-11-03 12:01:05,740.33,WITHDRAWAL,8e8ded45-49ad-407b-874f-7c5c9a0664b9,"East Amy, LB",COMPLETED
TXN00718,1558,2025-01-20 08:26:45,2922.37,TRANSFER,849ebfa5-68f0-4a5d-90ac-72bdaf4c9dfc,"New Jennifermouth, MN",COMPLETED
TXN00719,1741,2025-01-13 16:17:09,2661.29,TRANSFER,3bd14558-af2f-4f8b-9a92-26d6e6c9fd54,"South Adamton, MW",FAILED
TXN00720,1749,2025-10-07 05:24:39,6235.58,TRANSFER,c31dfb91-397a-4433-9b64-8ca71ea0dd2d,"New Amytown, CF",PENDING
TXN00721,1556,2025-10-27 09:51:53,8645.49,TRANSFER,a510f7b4-924d-4a86-afed-0e5279f73374,"Campbellfurt, PG",COMPLETED
TXN00722,1437,2025-11-27 21:21:02,9823.7,DEPOSIT,9cd3e931-7d95-4e47-aed1-4cec3cd7e0ea,"Michaelmouth, QA",PENDING
TXN00723,1536,2025-12-01 05:48:54,6860.52,DEPOSIT,e123433f-8955-47ec-b447-f8a127340be8,"Jeffreyport, DZ",FAILED
TXN00724,1010,2025-09-23 11:00:39,1645.59,DEPOSIT,ffc7aba2-6371-4357-b7a5-8f8df689c4c2,"Nicolestad, SZ",PENDING
TXN00725,1502,2025-01-07 07:02:53,8773.92,TRANSFER,0ae4e096-24dc-4ee5-8cc3-78c3ce3200af,"Jenkinsside, GT",COMPLETED
TXN00726,1831,2025-12-26 02:02:44,727.29,WITHDRAWAL,5a5a5dac-a062-4c48-9713-1c2e2001965b,"South Robert, NI",COMPLETED
TXN00727,1717,2025-06-16 18:19:59,6812.44,TRANSFER,6370fda9-f3ce-4aaf-b1a2-f6c173cab4e3,"Coxmouth, TL",COMPLETED
TXN00728,1010,2025-05-25 05:51:16,2654.92,WITHDRAWAL,3efa528c-34b6-49da-87a9-efafb92ab1b7,"Lake James, FI",COMPLETED
TXN00729,1865,2025-12-11 16:09:45,3367.17,WITHDRAWAL,9e6eac9c-c8bc-4784-a8c9-9656bab3d9a3,"Rachelside, NE",FAILED
TXN00730,1877,2025-05-16 11:01:57,225.24,DEPOSIT,242e4cff-6490-4a63-b6a8-d53d4e90ee87,"Rodriguezmouth, KG",PENDING
TXN00731,1091,2025-11-25 20:36:04,9064.8,TRANSFER,9fa3fe4b-debf-46d3-864a-b8bff4aae84a,"Williamsborough, LU",COMPLETED
TXN00732,1635,2025-07-20 00:28:12,6251.11,DEPOSIT,efe739dd-6260-4cbe-a8de-eb1c281ec259,"Whitemouth, AR",COMPLETED
TXN00733,1164,2025-09-09 22:48:45,7175.67,DEPOSIT,2c1e86bb-aac0-46bd-9140-a95d62cef959,"Tonyashire, DE",COMPLETED
TXN00734,1393,2025-08-21 16:53:06,9099.07,WITHDRAWAL,32a3a8fb-cd03-4402-8827-e7c09337bb34,"South Leslie, HN",FAILED
TXN00735,1985,2025-11-12 11:34:57,9688.64,WITHDRAWAL,7c976337-ee66-4fd2-833b-14ed216c0ed0,"Cherylhaven, LK",PENDING
TXN00736,1873,2025-08-16 21:40:08,7363.55,WITHDRAWAL,c9765bdf-18d9-49eb-ad1a-bfd509098704,"North Andrewton, LS",FAILED
TXN00737,1251,2025-11-06 20:25:22,5978.43,WITHDRAWAL,5b5073c7-e6dc-4c76-ae7a-e3bb50340715,"Lake Edward, GH",COMPLETED
TXN00738,1576,2025-04-21 21:52:50,5165.11,TRANSFER,e8c451fc-9f8c-4c81-9ce9-a3d310e6e383,"Brandymouth, PY",FAILED
TXN00739,1812,2025-05-03 05:57:24,3314.4,DEPOSIT,19fbded2-4da1-4b02-8a2c-78302cdb1625,"East Frank, CL",PENDING
TXN00740,1865,2025-07-12 22:37:56,1172.99,DEPOSIT,8fc93778-2885-40d1-a8e0-c8009e482e45,"Gravesview, FM",FAILED
TXN00741,1893,2025-11-05 04:04:21,1904.64,DEPOSIT,a9f3531b-1d05-4081-b9e3-4f603fd8027f,"South Colton, BB",FAILED
TXN00742,1878,2025-02-18 03:29:01,6878.84,DEPOSIT,7a14cf98-611e-4047-b90a-474e6185e21b,"Port Andrew, FM",FAILED
TXN00743,1231,2025-12-26 04:31:50,3953.4,DEPOSIT,95bb6e09-70e1-4734-ae52-3a035cc53673,"South Patricia, RW",FAILED
TXN00744,1035,2025-12-11 03:53:26,5287.73,DEPOSIT,56fb9a22-e2b6-4f5d-9805-2a559118b0e6,"West Caseyberg, VU",PENDING
TXN00745,1924,2025-04-19 04:33:16,9858.2,TRANSFER,1c68a614-2644-46f9-aab1-0bcf64c40063,"Lake Malik, LC",PENDING
TXN00746,1218,2025-10-16 00:24:28,7701.2,DEPOSIT,9a51ec62-5ace-4550-9544-409dc95d2093,"Smithshire, NI",COMPLETED
TXN00747,1610,2025-12-27 14:56:48,5113.66,DEPOSIT,31286dc8-40b1-4b20-99eb-b4955d7ecb5f,"Tinatown, RW",FAILED
TXN00748,1681,2025-04-25 22:17:26,8412.11,DEPOSIT,3d224110-a63f-49ea-8d50-98fc2ab8c610,"Josechester, LU",PENDING
TXN00749,1450,2025-01-14 10:01:52,7254.63,TRANSFER,a81d0ecf-c27f-469e-bebe-a834bfffd800,"Hopkinsmouth, TG",COMPLETED
TXN00750,1079,2025-01-11 02:28:24,3217.03,TRANSFER,9fc9953a-ed32-4036-ba6e-8103df3e03c2,"Lake Ashleyport, MU",PENDING
TXN00751,1985,2025-03-13 12:30:22,7030.19,DEPOSIT,0936312c-636d-4eba-a148-ca397859d906,"Heidimouth, MM",PENDING
TXN00752,1083,2025-10-19 19:11:53,4761.83,WITHDRAWAL,6cacf6d9-c8bc-4c88-be60-0c12da8746db,"Zimmermanberg, LY",PENDING
TXN00753,1045,2025-09-19 03:06:17,7831.44,DEPOSIT,4819a23a-7d23-4d9a-b162-1e958d68f317,"Christophermouth, SV",COMPLETED
TXN00754,1965,2025-01-30 14:26:44,2562.29,WITHDRAWAL,dc89e59a-5190-4e93-a9d0-c2ecaa8d904c,"North Lisaville, HN",COMPLETED
TXN00755,1186,2025-01-26 19:30:39,8511.63,DEPOSIT,92689d81-276c-4202-90a1-2a0b5f96600d,"Port Christopher, BO",PENDING
TXN00756,1470,2025-01-03 04:07:52,5205.94,TRANSFER,57549c43-ce96-4698-bc8b-7eb7037146f7,"East Brandimouth, ZM",PENDING
TXN00757,1656,2025-11-14 10:38:07,3623.2,WITHDRAWAL,9cd1126b-1b17-4ab8-aa39-61bec93fec2c,"North Janetborough, CH",PENDING
TXN00758,1596,2025-12-03 20:19:17,3824.43,DEPOSIT,f38e6bc3-b7df-452c-9779-e7d02f81d4b2,"North Ryanbury, GE",PENDING
TXN00759,1203,2025-01-17 21:37:36,310.28,DEPOSIT,a01d9aeb-5206-4f1c-a30b-f0db1454578f,"South Lisa, KN",FAILED
TXN00760,1202,2025-12-26 05:54:07,2866.26,TRANSFER,781e2d35-2fa1-42bc-b4ce-5f319aff48af,"Jessicashire, BH",COMPLETED
TXN00761,1179,2025-06-10 04:04:54,6944.34,WITHDRAWAL,2d0490a7-145d-4ec7-819d-c12d81f10d04,"West Douglas, SR",COMPLETED
TXN00762,1031,2025-07-28 16:26:29,4128.28,DEPOSIT,b3ef29d7-1fbf-43bb-b331-09f53078f3d0,"East Jacobmouth, TW",FAILED
TXN00763,1322,2025-12-27 17:23:14,5520.01,DEPOSIT,d606be66-a2a2-41a6-a508-f5c429949775,"Carolynhaven, DZ",COMPLETED
TXN00764,1889,2025-04-13 19:46:09,7579.68,DEPOSIT,584220f1-d310-4f4f-803e-3ee26d30a1b9,"New Adrian, KZ",FAILED
TXN00765,1372,2025-04-01 12:15:07,3600.64,WITHDRAWAL,0fc64cf0-108d-4f04-a948-9bdac1199d43,"South Maxton, VN",COMPLETED
TXN00766,1849,2025-10-02 11:08:02,5563.54,DEPOSIT,c3b1ef08-ac8d-4f32-9477-b5696e1ab11a,"Smithland, LB",FAILED
TXN00767,1515,2025-08-02 07:43:59,335.89,TRANSFER,b2b51b60-5c89-406e-aa1b-248fea94d306,"New Josemouth, PG",PENDING
TXN00768,1689,2025-05-10 08:42:16,5158.36,WITHDRAWAL,7fec01d8-5ed5-40c3-bafe-b17ecf9b6d33,"Kathrynmouth, ST",COMPLETED
TXN00769,1838,2025-12-30 07:43:56,6300.3,TRANSFER,2ba95b90-9654-45e4-ba65-860330b6857a,"Lake Michaelmouth, PL",COMPLETED
TXN00770,1239,2025-04-28 01:06:02,6408.8,DEPOSIT,f8e7158b-f1f9-4ce9-98b3-04a4cbd725f2,"Fordmouth, PG",PENDING
TXN00771,1987,2025-02-24 09:09:29,4380.61,TRANSFER,6b6ab820-62b4-4550-8024-2e61bce4570b,"Port Donaldmouth, MU",FAILED
TXN00772,1665,2025-12-26 21:57:18,7857.61,DEPOSIT,5d9f2c8c-6640-464a-a63e-0670a1d76730,"South Laceyburgh, CZ",PENDING
TXN00773,1037,2025-08-04 01:46:06,9984.17,WITHDRAWAL,043217e4-1847-4750-b78c-e7b72f14b369,"Kennedyview, LU",PENDING
TXN00774,1192,2025-03-12 19:59:08,2546.82,WITHDRAWAL,4db3a044-2887-4b7f-a469-4f537f5085e7,"Jeremyfort, UZ",PENDING
TXN00775,1601,2025-09-20 19:30:24,6694.63,DEPOSIT,da024444-f284-46fa-af63-35bf6ecfaab4,"South Tanya, BH",FAILED
TXN00776,1472,2025-05-08 15:09:17,7658.16,DEPOSIT,52c2a44b-f3f4-4d53-9120-c1b71b2391f0,"Franklinberg, GW",FAILED
TXN00777,1769,2025-07-08 00:00:00,1277.68,TRANSFER,6a959ce2-3766-4e35-8dba-2cac7e85f617,"Smithport, ZM",PENDING
TXN00778,1179,2025-02-26 12:59:45,8174.17,DEPOSIT,9e54b7bf-af1e-4596-8f84-4346a165c37d,"Carrberg, SM",PENDING
TXN00779,1635,2025-04-12 13:03:27,407.36,TRANSFER,b0427c62-ce9f-4278-9f94-2c43b989a884,"West Annette, PY",COMPLETED
TXN00780,1478,2025-01-22 16:36:49,2156.49,DEPOSIT,3f010e25-6ac0-4ccb-9eb8-e0db7273b7af,"West Haley, KW",FAILED
TXN00781,1253,2025-08-19 00:21:09,3985.27,DEPOSIT,c96c2090-79e7-4f99-b8f7-9639e6defc16,"Angelashire, LS",PENDING
TXN00782,1958,2025-09-11 13:00:20,7314.61,DEPOSIT,5263a195-f729-4c21-a08b-c725e6e005dd,"Lake Brittany, GW",COMPLETED
TXN00783,1176,2025-10-23 12:20:19,777.36,DEPOSIT,7841b3dd-9034-4c86-bd14-190d3fc4f4d0,"West Williamville, MV",FAILED
TXN00784,1712,2025-09-30 11:19:25,5237.53,WITHDRAWAL,877bfb50-14d0-445b-9257-fa5d9fa4b54f,"Fordview, BJ",COMPLETED
TXN00785,2000,2025-06-12 17:07:36,8266.48,WITHDRAWAL,c51b2922-ca91-4df7-b174-5b78c705dd1e,"Jenniferstad, BH",PENDING
TXN00786,1627,2025-06-21 13:39:43,3350.28,DEPOSIT,53c45254-00c8-48ba-a210-dd25392c5f42,"Malloryfort, TJ",PENDING
TXN00787,1961,2025-02-21 23:39:06,6576.56,TRANSFER,7c152622-51ed-4b85-b4e8-2b6c45d3708a,"Cassandraside, FR",PENDING
